Metabolite_Name,ChEBI,PlantCyc_Compound_ID,PlantCyc_Pathway_ID,ORGID
L-Tryptophan,CHEBI:16828,TRP,TRYPTOPHAN-DEG,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6504,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5651,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5652,META
L-Tryptophan,CHEBI:16828,TRP,PWY-7717,META
L-Tryptophan,CHEBI:16828,TRP,3-OH-4-Methyl-Anthranilate-Biosynthesis,META
L-Tryptophan,CHEBI:16828,TRP,TRPCAT-PWY,META
L-Tryptophan,CHEBI:16828,TRP,TRYPTOPHAN-DEG,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6505,META
L-Tryptophan,CHEBI:16828,TRP,Super-Pathways,META
L-Tryptophan,CHEBI:16828,TRP,TRYPTOPHAN-DEG,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5654,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6504,META
L-Tryptophan,CHEBI:16828,TRP,TRPCAT-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5162,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6954,META
L-Tryptophan,CHEBI:16828,TRP,AROMATIC-COMPOUNDS-DEGRADATION,META
L-Tryptophan,CHEBI:16828,TRP,Super-Pathways,META
L-Tryptophan,CHEBI:16828,TRP,PWY-1501,META
L-Tryptophan,CHEBI:16828,TRP,PWY-2503,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5427,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6183,META
L-Tryptophan,CHEBI:16828,TRP,TOLUENE-DEG-DIOL-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6336,META
L-Tryptophan,CHEBI:16828,TRP,P183-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5162,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6079,META
L-Tryptophan,CHEBI:16828,TRP,TRPCAT-PWY,META
L-Tryptophan,CHEBI:16828,TRP,4-HYDROXYMANDELATE-DEGRADATION-PWY,META
L-Tryptophan,CHEBI:16828,TRP,QUINATEDEG-PWY,META
L-Tryptophan,CHEBI:16828,TRP,SHIKIMATEDEG-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-2504,META
L-Tryptophan,CHEBI:16828,TRP,AROMATIC-COMPOUNDS-DEGRADATION,META
L-Tryptophan,CHEBI:16828,TRP,Super-Pathways,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5162,META
L-Tryptophan,CHEBI:16828,TRP,P183-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6079,META
L-Tryptophan,CHEBI:16828,TRP,TRPCAT-PWY,META
L-Tryptophan,CHEBI:16828,TRP,4-HYDROXYMANDELATE-DEGRADATION-PWY,META
L-Tryptophan,CHEBI:16828,TRP,QUINATEDEG-PWY,META
L-Tryptophan,CHEBI:16828,TRP,SHIKIMATEDEG-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-2361,META
L-Tryptophan,CHEBI:16828,TRP,PWY-2503,META
L-Tryptophan,CHEBI:16828,TRP,PWY-1501,META
L-Tryptophan,CHEBI:16828,TRP,CATECHOL-ORTHO-CLEAVAGE-PWY,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6324,META
L-Tryptophan,CHEBI:16828,TRP,Antibiotic-Biosynthesis,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6831,META
L-Tryptophan,CHEBI:16828,TRP,Toxin-Biosynthesis,META
L-Tryptophan,CHEBI:16828,TRP,PWY-7520,META
L-Tryptophan,CHEBI:16828,TRP,INDOLE-ALKALOIDS,META
L-Tryptophan,CHEBI:16828,TRP,QUINONE-SYN,META
L-Tryptophan,CHEBI:16828,TRP,PWY-5081,META
L-Tryptophan,CHEBI:16828,TRP,TRYPTOPHAN-DEG,META
L-Tryptophan,CHEBI:16828,TRP,PWY-3161,META
L-Tryptophan,CHEBI:16828,TRP,Auxin-Biosynthesis,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6493,META
L-Tryptophan,CHEBI:16828,TRP,INDOLE-ALKALOIDS,META
L-Tryptophan,CHEBI:16828,TRP,Toxin-Biosynthesis,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6503,META
L-Tryptophan,CHEBI:16828,TRP,ALKALOIDS-SYN,META
L-Tryptophan,CHEBI:16828,TRP,Super-Pathways,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6495,META
L-Tryptophan,CHEBI:16828,TRP,PWY-6493,META
Methyl N-methylanthranilate,CHEBI:142267,,,META
"Monolinolenin (9c,12c,15c)",CHEBI:75610,,,META
Neomycin,CHEBI:7508,,,META
N-Malonyltryptophan,CHEBI:142268,,,META
Oleamide,CHEBI:116314,CPD6666-1,,META
Panaquinquecol 1,CHEBI:142269,,,META
"PE(20:2(11Z,14Z)/18:1(9Z))",CHEBI:142270,,,META
"PG(18:2(9Z,12Z)/18:0)",CHEBI:89353,,,META
Phaseollin,CHEBI:108,CPD-4884,PWY-3042,META
Phaseollin,CHEBI:108,CPD-4884,ISOFLAVONOID-PHYTOALEXINS,META
Phaseollin,CHEBI:108,CPD-4884,ISOFLAVONOID-SYN,META
Phaseollin,CHEBI:108,CPD-4884,PWY-2055,META
Phaseollin,CHEBI:108,CPD-4884,ISOFLAVONOID-SYN,META
Phaseollin,CHEBI:108,CPD-4884,Super-Pathways,META
Phaseollin,CHEBI:108,CPD-4884,PWY-3042,META
Phaseollin,CHEBI:108,CPD-4884,PWY-2761,META
Phaseollin,CHEBI:108,CPD-4884,PWY-2762,META
Phaseollin,CHEBI:108,CPD-4884,PWY-7615,META
Phaseollin,CHEBI:108,CPD-4884,Metabolic-Clusters,META
Phaseollin,CHEBI:108,CPD-4884,PHYTOALEXIN-DEG,META
Phenylglucuronide,CHEBI:64681,,,META
PIP(18:0/16:0),CHEBI:142271,,,META
"PIP(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",CHEBI:142272,,,META
Pollinastanol,CHEBI:8286,,,META
Polyoxyethylene (600) monoricinoleate,CHEBI:142273,,,META
Rhodinyl phenylacetate,CHEBI:142274,,,META
Rhodinyl phenylacetate,CHEBI:142274,,,META
Robinin,CHEBI:8878,,,META
Sedanonic acid,CHEBI:142275,,,META
Soyacerebroside I,CHEBI:142276,,,META
Soyasaponin III,CHEBI:62867,CPD-13254,PWY-5203,META
Soyasaponin III,CHEBI:62867,CPD-13254,TRITERPENOID-SYN,META
Thr-Cys(Trioxidation),CHEBI:142239,,,META
Trigonelline,CHEBI:18123,METHYLNICOTINATE,PWY-5110,META
Trigonelline,CHEBI:18123,METHYLNICOTINATE,PYRROLIDINE-ALKALOIDS,META
Val-Glu,CHEBI:75011,CPD-20364,,META
Yucalexin P8,CHEBI:142277,,,META
